Id,Rol,Sexo,Edad,Fecha fallecimiento,Rango edad,Num víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Xy (caba),Pos x,Pos y,Participantes,Victima,Acusado,Coordenada x,Coordenada y,Barrios,Día semana
2020-0068,CONDUCTOR,MASCULINO,71,2020-12-20,Entre 61-80,1.0,2020-12-12,2020.0,12.0,12.0,20:30:00,20.0,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,Comuna 2,Point (106054.02111991 105122.19678820),-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO,106054.02111991,105122.1967882,RECOLETA,Sabado
2020-0069,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2020-12-15, Entre 21- 40,1.0,2020-12-15,2020.0,12.0,15.0,05:20:00,5.0,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",Comuna 1,Point (106954.95135245 101257.81371683),-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS,106954.95135245,101257.81371683,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2020-0070,PEATON,FEMENINO,81,2020-12-22,Más de 80,1.0,2020-12-17,2020.0,12.0,17.0,15:35:00,15.0,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",Comuna 2,Point (106550.65433457 104158.41702434),-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,106550.65433457,104158.41702434,RECOLETA,Jueves
2020-0071,PEATON,MASCULINO,4,2020-12-17,Menos de 20,1.0,2020-12-17,2020.0,12.0,17.0,23:00:00,23.0,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,Comuna 7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO,99615.63172945,99306.93173343,FLORES - PARQUE CHACABUCO,Jueves
2020-0072,CICLISTA,MASCULINO,42,2020-12-19,Entre 41-60,1.0,2020-12-19,2020.0,12.0,19.0,03:30:00,3.0,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",Comuna 3,Point (105547.81747951 100901.07129086),-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO,105547.81747951,100901.07129086,BALVANERA - SAN CRISTOBAL,Sabado
2020-0073,CONDUCTOR,MASCULINO,56,2020-12-20,Entre 41-60,1.0,2020-12-20,2020.0,12.0,20.0,07:40:00,7.0,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,Comuna 8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,101721.59002217,93844.25656649,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Domingo
2020-0074,CONDUCTOR,MASCULINO,39,2020-12-20, Entre 21- 40,1.0,2020-12-20,2020.0,12.0,20.0,21:00:00,21.0,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,NAZCA AV.,BOGOTA y NAZCA AV.,Comuna 7,Point (99284.33566289 100204.74520997),-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO,99284.33566289,100204.74520997,FLORES - PARQUE CHACABUCO,Domingo
2020-0075,PEATON,MASCULINO,23,2020-12-23, Entre 21- 40,1.0,2020-12-23,2020.0,12.0,23.0,14:00:00,14.0,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,Comuna 1,Point (107438.10136119 102829.30417800),-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS,107438.10136119,102829.304178,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Miercoles
2020-0076,CONDUCTOR,FEMENINO,78,2021-01-17,Entre 61-80,1.0,2020-12-24,2020.0,12.0,24.0,12:30:00,12.0,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,CHIVILCOY,ALVAREZ JONTE AV. y CHIVILCOY,Comuna 10,Point (96822.61133430 101510.32578499),-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS,96822.6113343,101510.32578499,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Jueves
2020-0077,CONDUCTOR,FEMENINO,30,2020-12-25, Entre 21- 40,2.0,2020-12-25,2020.0,12.0,25.0,06:40:00,6.0,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,Comuna 15,Point (99182.71320106 103123.43585183),-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO,99182.71320106,103123.43585183,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Viernes
2020-0077,PASAJERO_ACOMPAÑANTE,FEMENINO,24,2020-12-25, Entre 21- 40,2.0,2020-12-25,2020.0,12.0,25.0,06:40:00,6.0,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,Comuna 15,Point (99182.71320106 103123.43585183),-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO,99182.71320106,103123.43585183,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Viernes
2020-0078,CICLISTA,MASCULINO,26,2020-12-25, Entre 21- 40,1.0,2020-12-25,2020.0,12.0,25.0,05:50:00,5.0,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,,BARCO CENTENERA DEL 1118,Comuna 7,Point (102405.37940842 99677.09327308),-58.43706741,-34.63217813,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,102405.37940842,99677.09327308,FLORES - PARQUE CHACABUCO,Viernes
2020-0079,CONDUCTOR,MASCULINO,28,2020-12-27, Entre 21- 40,1.0,2020-12-27,2020.0,12.0,27.0,04:15:00,4.0,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",Comuna 12,Point (97243.88021302 108974.21974638),-58.49332664,-34.54836855,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,97243.88021302,108974.21974638,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Domingo
2021-0001,CONDUCTOR,MASCULINO,36,2021-01-06, Entre 21- 40,1.0,2021-01-06,2021.0,1.0,6.0,18:00:00,18.0,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AU FRONDIZI KM. 3,Comuna 1,Point (107674.71781880 100334.26713627),-58.37960727,-34.62622851,MOTO-AUTO,MOTO,AUTO,107674.7178188,100334.26713627,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Miercoles
2021-0002,CONDUCTOR,FEMENINO,47,2021-01-07,Entre 41-60,1.0,2021-01-07,2021.0,1.0,7.0,10:20:00,10.0,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.",MURGUIONDO,"CASTRO, EMILIO AV. y MURGUIONDO",Comuna 9,Point (95662.77651946 97729.83483715),-58.51061062,-34.64972472,MOTO-CARGAS,MOTO,CARGAS,95662.77651946,97729.83483715,LINIERS - MATADEROS - PARQUE AVELLANEDA,Jueves
2021-0003,CONDUCTOR,MASCULINO,27,2021-01-10, Entre 21- 40,1.0,2021-01-10,2021.0,1.0,10.0,07:40:00,7.0,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO KM. 3.7,Comuna 7,Point (103005.63484321 99983.28177809),-58.43052224,-34.62941648,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,103005.63484321,99983.28177809,FLORES - PARQUE CHACABUCO,Domingo
2021-0004,PEATON,FEMENINO,61,2021-01-11,Entre 61-80,1.0,2021-01-11,2021.0,1.0,11.0,09:12:18,9.0,CASEROS AV. Y GUARANI,AVENIDA,CASEROS AV.,GUARANI,CASEROS AV. y GUARANI,Comuna 5,Point (104469.26511938 98956.35144845),-58.41455544,-34.63866836,PEATON-CARGAS,PEATON,CARGAS,104469.26511938,98956.35144845,ALMAGRO - BOEDO,Lunes
2021-0005,PEATON,MASCULINO,73,2021-01-14,Entre 61-80,1.0,2021-01-11,2021.0,1.0,11.0,21:30:00,21.0,"PERON, EVA AV. 3800",AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 3800",Comuna 9,Point (99592.54465207 97999.69053974),-58.46774439,-34.64730145,PEATON-AUTO,PEATON,AUTO,99592.54465207,97999.69053974,LINIERS - MATADEROS - PARQUE AVELLANEDA,Lunes
2021-0006,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2021-01-12, Entre 21- 40,1.0,2021-01-12,2021.0,1.0,12.0,21:00:00,21.0,AU ILLIA y SARMIENTO AV.,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SARMIENTO AV.,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,Comuna 14,Point (105087.20771949 106876.69794004),-58.40786274,-34.56726817,MOTO-CARGAS,MOTO,CARGAS,105087.20771949,106876.69794004,PALERMO,Martes
2021-0007,CONDUCTOR,MASCULINO,84,2021-01-26,Más de 80,1.0,2021-01-18,2021.0,1.0,18.0,10:00:00,10.0,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,DE LOS CONSTITUYENTES AV.,GIRIBONE,DE LOS CONSTITUYENTES AV. y GIRIBONE,Comuna 15,Point (97784.94977398 104775.10084109),-58.48744301,-34.58622275,MOTO-MOTO,MOTO,MOTO,97784.94977398,104775.10084109,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Lunes
2021-0008,PEATON,MASCULINO,28,2021-01-22, Entre 21- 40,1.0,2021-01-22,2021.0,1.0,22.0,23:30:00,23.0,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV.","SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",Comuna 4,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,104283.01090451,97171.08656182,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Viernes
2021-0009,CONDUCTOR,MASCULINO,31,2021-01-23, Entre 21- 40,1.0,2021-01-23,2021.0,1.0,23.0,05:30:00,5.0,PAYSANDU Y GAONA,AVENIDA,PAYSANDU,GAONA AV.,PAYSANDU y GAONA AV.,Comuna 6,Point (100897.78829476 101987.96413026),-58.45351111,-34.61134937,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,100897.78829476,101987.96413026,CABALLITO,Sabado
2021-0010,CONDUCTOR,MASCULINO,28,2021-01-23, Entre 21- 40,1.0,2021-01-23,2021.0,1.0,23.0,08:00:00,8.0,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",Comuna 12,Point (96563.66494817 108815.73881056),-58.5007381,-34.5497951,MOTO-AUTO,MOTO,AUTO,96563.66494817,108815.73881056,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Sabado
2021-0011,PEATON,MASCULINO,21,2021-01-27, Entre 21- 40,1.0,2021-01-27,2021.0,1.0,27.0,01:04:26,1.0,SANTA FE AV. 1675,AVENIDA,SANTA FE AV.,,SANTA FE AV. 1675,Comuna 2,Point (106591.90146932 103727.42053338),-58.39144148,-34.59564871,PEATON-AUTO,PEATON,AUTO,106591.90146932,103727.42053338,RECOLETA,Miercoles
2021-0012,PEATON,MASCULINO,0,2021-01-29,Menos de 20,1.0,2021-01-29,2021.0,1.0,29.0,20:07:22,20.0,AU DELLEPIANE Y GUAMINI,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",GUAMINI,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",Comuna 8,Point (98294.52407931 93943.96825453),-58.48191128,-34.68385968,PEATON-AUTO,PEATON,AUTO,98294.52407931,93943.96825453,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Viernes
2021-0013,CONDUCTOR,MASCULINO,41,2021-01-31,Entre 41-60,1.0,2021-01-31,2021.0,1.0,31.0,06:10:00,6.0,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",OLIVERA AV.,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",Comuna 10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,97801.31825511,99194.93911759,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Domingo
2021-0014,PEATON,MASCULINO,28,2021-02-18, Entre 21- 40,1.0,2021-02-02,2021.0,2.0,2.0,00:50:00,0.0,SAN MARTIN AV. Y NOGOYA,AVENIDA,SAN MARTIN AV.,NOGOYA,SAN MARTIN AV. y NOGOYA,Comuna 15,Point (98166.49822882 103491.41769625),-58.48328708,-34.59779521,PEATON-AUTO,PEATON,AUTO,98166.49822882,103491.41769625,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Martes
2021-0015,CONDUCTOR,MASCULINO,26,2021-02-06, Entre 21- 40,1.0,2021-02-06,2021.0,2.0,6.0,03:05:00,3.0,SAN MARTIN AV. Y TINOGASTA,AVENIDA,SAN MARTIN AV.,TINOGASTA,SAN MARTIN AV. y TINOGASTA,Comuna 15,Point (97533.67858226 103551.76003520),-58.49018543,-34.5972499,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,97533.67858226,103551.7600352,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Sabado
2021-0016,CONDUCTOR,MASCULINO,22,2021-02-14, Entre 21- 40,1.0,2021-02-14,2021.0,2.0,14.0,05:50:00,5.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","DE LA TORRE, LISANDRO","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",Comuna 8,Point (99175.17507833 93836.79626465),-58.47230127,-34.68482689,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,99175.17507833,93836.79626465,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Domingo
2021-0017,CONDUCTOR,MASCULINO,33,2021-02-17, Entre 21- 40,1.0,2021-02-17,2021.0,2.0,17.0,04:10:00,4.0,SALTA Y CASEROS AV.,AVENIDA,SALTA,CASEROS AV.,SALTA y CASEROS AV.,Comuna 1,Point (107397.40269295 99729.43717725),-58.38262614,-34.63168269,MOTO-PASAJEROS,MOTO,PASAJEROS,107397.40269295,99729.43717725,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Miercoles
2021-0018,PEATON,MASCULINO,36,2021-03-08, Entre 21- 40,1.0,2021-02-20,2021.0,2.0,20.0,19:00:00,19.0,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,"JAURES, JEAN","PERON, JUAN DOMINGO, TTE. GENERAL","JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",Comuna 3,Point (104845.36965581 102365.51025993),-58.41047268,-34.60793518,PEATON-AUTO,PEATON,AUTO,104845.36965581,102365.51025993,BALVANERA - SAN CRISTOBAL,Sabado
2021-0019,CONDUCTOR,MASCULINO,30,2021-02-21, Entre 21- 40,1.0,2021-02-21,2021.0,2.0,21.0,01:20:00,1.0,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV.","TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",Comuna 12,Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,96944.69676081,107291.52292157,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Domingo
2021-0020,PEATON,FEMENINO,0,2021-02-21,Menos de 20,1.0,2021-02-21,2021.0,2.0,21.0,15:00:00,15.0,POTOSI Y GASCON,CALLE,POTOSI,GASCON,POTOSI y GASCON,Comuna 5,Point (103546.90832431 102439.67271563),-58.42462955,-34.60727189,PEATON-CARGAS,PEATON,CARGAS,103546.90832431,102439.67271563,ALMAGRO - BOEDO,Domingo
2021-0021,CONDUCTOR,MASCULINO,39,2021-03-04, Entre 21- 40,1.0,2021-02-26,2021.0,2.0,26.0,05:30:00,5.0,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,"YRIGOYEN, HIPOLITO",24 DE NOVIEMBRE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",Comuna 3,Point (104734.09567654 101930.58983096),-58.41168345,-34.61185625,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,104734.09567654,101930.58983096,BALVANERA - SAN CRISTOBAL,Viernes
2021-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,68,2021-03-06,Entre 61-80,1.0,2021-02-28,2021.0,2.0,28.0,12:00:00,12.0,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,DEL LIBERTADOR AV.,ROOSEVELT FRANKLIN D.,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,Comuna 13,Point (101075.92147827 108552.55000854),-58.45157681,-34.55217303,PASAJEROS-SD,PASAJEROS,SD,101075.92147827,108552.55000854,BELGRANO - COLEGIALES - NUÃ‘EZ,Domingo
2021-0023,CONDUCTOR,MASCULINO,24,2021-03-01, Entre 21- 40,,,,,,,,,,,,,,,,,,,,,,,
2021-0024,CICLISTA,MASCULINO,5,2021-03-03,Menos de 20,1.0,2021-03-03,2021.0,3.0,3.0,16:30:00,16.0,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,"PERON, EVA AV.",PIEDRA BUENA AV.,"PERON, EVA AV. y PIEDRA BUENA AV.",Comuna 9,Point (97027.10745715 95474.44134863),-58.49573651,-34.67006054,BICICLETA-CARGAS,BICICLETA,CARGAS,97027.10745715,95474.44134863,LINIERS - MATADEROS - PARQUE AVELLANEDA,Miercoles
2021-0025,CONDUCTOR,MASCULINO,37,2021-03-11, Entre 21- 40,1.0,2021-03-11,2021.0,3.0,11.0,03:45:00,3.0,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,"PAZ, GRAL. AV.",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",Comuna 8,Point (97832.57143731 93489.83736533),-58.48695354,-34.68795245,MOTO-OTRO,MOTO,OTRO,97832.57143731,93489.83736533,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Jueves
2021-0026,CONDUCTOR,MASCULINO,36,2021-03-15, Entre 21- 40,1.0,2021-03-15,2021.0,3.0,15.0,02:35:00,2.0,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",Comuna 4,Point (108038.11136985 98307.74373426),-58.37562539,-34.64449357,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,108038.11136985,98307.74373426,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Lunes
2021-0027,CONDUCTOR,FEMENINO,19,2021-03-16,Menos de 20,1.0,2021-03-16,2021.0,3.0,16.0,15:30:00,15.0,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,"PAZ, GRAL. AV.",DONADO,"PAZ, GRAL. AV. y DONADO",Comuna 12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,MOTO-CARGAS,MOTO,CARGAS,97098.48468623,109019.96106626,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Martes
2021-0028,PEATON,MASCULINO,0,2021-03-29,Menos de 20,1.0,2021-03-29,2021.0,3.0,29.0,17:20:00,17.0,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,COREA AV.,"TORRES Y TENORIO, PRES.","COREA AV. y TORRES Y TENORIO, PRES.",Comuna 7,Point (102000.84898999 98412.66166222),-58.44147621,-34.64357704,PEATON-PASAJEROS,PEATON,PASAJEROS,102000.84898999,98412.66166222,FLORES - PARQUE CHACABUCO,Lunes
2021-0029,CONDUCTOR,MASCULINO,26,2021-04-02, Entre 21- 40,1.0,2021-03-31,2021.0,3.0,31.0,18:05:00,18.0,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",SAN PEDRITO AV.,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",Comuna 7,Point (99478.13530470 99680.01615001),-58.46899119,-34.63215432,AUTO-AUTO,AUTO,AUTO,99478.1353047,99680.01615001,FLORES - PARQUE CHACABUCO,Miercoles
2021-0030,PEATON,MASCULINO,36,2021-04-07, Entre 21- 40,1.0,2021-04-03,2021.0,4.0,3.0,18:30:00,18.0,FINOCHIETTO ENRIQUE DR. 1623,CALLE,FINOCHIETTO ENRIQUE DR.,,FINOCHIETTO ENRIQUE DR. 1623,Comuna 4,Point (107009.29363805 99410.79524854),-58.38685612,-34.63455776,PEATON-PASAJEROS,PEATON,PASAJEROS,107009.29363805,99410.79524854,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Sabado
2021-0031,PEATON,FEMENINO,68,2021-04-11,Entre 61-80,1.0,2021-04-07,2021.0,4.0,7.0,10:29:00,10.0,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,9 DE JULIO AV.,INDEPENDENCIA AV.,9 DE JULIO AV. e INDEPENDENCIA AV.,Comuna 1,Point (107535.23922218 101285.66809968),-58.38113667,-34.61765323,PEATON-CARGAS,PEATON,CARGAS,107535.23922218,101285.66809968,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Miercoles
2021-0032,PEATON,MASCULINO,60,2021-04-29,Entre 61-80,1.0,2021-04-10,2021.0,4.0,10.0,19:55:00,19.0,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,"CANTILO, INT.","GUIRALDES, INT.","CANTILO, INT. y GUIRALDES, INT.",Comuna 13,Point (102035.21425502 109304.90133530),-58.44112678,-34.54538956,PEATON-MOTO,PEATON,MOTO,102035.21425502,109304.9013353,BELGRANO - COLEGIALES - NUÃ‘EZ,Sabado
2021-0033,CONDUCTOR,MASCULINO,33,2021-04-14, Entre 21- 40,1.0,2021-04-14,2021.0,4.0,14.0,17:50:00,17.0,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y BOEDO AV.,Comuna 5,Point (104341.13684161 100202.74307433),-58.41595919,-34.62743346,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,104341.13684161,100202.74307433,ALMAGRO - BOEDO,Miercoles
2021-0034,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2021-04-19, Entre 21- 40,1.0,2021-04-19,2021.0,4.0,19.0,14:40:00,14.0,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,"ALCORTA, AMANCIO AV. y ZAVALETA",Comuna 4,Point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,MOTO-CARGAS,MOTO,CARGAS,105634.57202683,98201.36000813,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Lunes
2021-0035,CONDUCTOR,MASCULINO,24,2021-05-03, Entre 21- 40,1.0,2021-05-03,2021.0,5.0,3.0,09:20:00,9.0,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,"JANER, ANA MARIA",LAFUENTE AV.,"JANER, ANA MARIA y LAFUENTE AV.",Comuna 8,Point (101547.14246919 96946.08308197),-58.44642231,-34.65679806,MOTO-CARGAS,MOTO,CARGAS,101547.14246919,96946.08308197,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Lunes
2021-0036,CONDUCTOR,MASCULINO,36,2021-05-09, Entre 21- 40,1.0,2021-05-09,2021.0,5.0,9.0,06:00:00,6.0,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",Comuna 11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,94486.28631712,103468.59928582,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Domingo
2021-0037,PEATON,FEMENINO,58,2021-05-11,Entre 41-60,1.0,2021-05-11,2021.0,5.0,11.0,07:10:00,7.0,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,MONROE,"BALBIN, RICARDO, DR. AV.","MONROE y BALBIN, RICARDO, DR. AV.",Comuna 13,Point (99707.12636872 107441.30935745),-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS,99707.12636872,107441.30935745,BELGRANO - COLEGIALES - NUÃ‘EZ,Martes
2021-0038,CONDUCTOR,FEMENINO,44,2021-05-14,Entre 41-60,1.0,2021-05-14,2021.0,5.0,14.0,11:40:00,11.0,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,"JUSTO, JUAN B. AV.",SANTA FE AV.,"JUSTO, JUAN B. AV. y SANTA FE AV.",Comuna 14,Point (103373.45116327 105668.33246254),-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS,103373.45116327,105668.33246254,PALERMO,Viernes
